coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Jul 28 09:31:07 +0000 2021,koronawirus,https://twitter.com/MZ_GOV_PL/status/1420304268393807877/photo/1,,0,1420315877073883138,,,,pl,,false,,10,1420304268393807877,MZ_GOV_PL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","📊 W ciągu doby wykonano ponad 39,1 tys. testów na #koronawirus. https://t.co/FmVByR4JaX",https://twitter.com/NFZ_GOV_PL/status/1420315877073883138,Fri Jan 29 10:33:28 +0000 2016,4829904913,false,Finansujemy zdrowie Polaków | Oficjalny profil NFZ | #⃣ #DietyNFZ #ZdroweDane #Profilaktyka40Plus | 📞 Bezpłatne infolinie: 800 190 590 #NFZ i 989 #SzczepimySię,8650,41575,1016,94,Polska,Narodowy Fundusz Zdrowia,NFZ_GOV_PL,11726,,https://linktr.ee/NFZ_GOV_PL,true
,Wed Jul 28 10:43:40 +0000 2021,,,,0,1420334132819812353,,,,pl,,,,2,1420330693293342730,Tygodnik_Sieci,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Studentka z Toskanii, która otrzymała w maju przez pomyłkę sześć dawek szczepionki przeciwko Covid-19, nie dostała unijnej przepustki, uprawniającej do podróży i wejścia do wielu miejsc.

#koronawirus

https://t.co/89zw62B5fN",https://twitter.com/JacekWojciecho4/status/1420334132819812353,Tue Jul 25 17:27:50 +0000 2017,889900010334244866,false,"Jacek Maria Wojciechowicz, dr n. przyr.,/D.N.Sc./, psychoterapeuta, superwizor psychoterapii.",42023,201,137,1,,JM. WOJCIECHOWICZ,JacekWojciecho4,58715,,,false
,Wed Jul 28 09:49:44 +0000 2021,PiS koronawirus niedzielski morawiecki zdrajcy pinokio NowyWał COVID19 segregacja pisPOjednozlo nazisci faszysci szczepimysie nieszczepimysie,,https://twitter.com/DoRzeczy_pl/status/1420303175307956228,0,1420320561062981633,,,,pl,,false,1420303175307956228,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#PiS już oficjalnie wprowadza NAZISTOWSKĄ SEGREGACJĘ ❗❗
#koronawirus #niedzielski #morawiecki #zdrajcy #pinokio #NowyWał #COVID19 #segregacja #pisPOjednozlo #nazisci #faszysci #szczepimysie #nieszczepimysie https://t.co/eKgzas84rs",https://twitter.com/Swiadomy86/status/1420320561062981633,Tue May 27 06:34:55 +0000 2014,2526713370,false,"Głosowałem na PiS..... przepraszam 😔
STOP NAZISTOWSKIEJ SEGREGACJI POLAKÓW
NIE! DLA LOCKDOWN.U ZABIJAJĄCEGO MAŁYCH I ŚREDNICH PRZEDSIĘBIORCÓW!",32720,3183,2914,14,,JPNZ🇵🇱🇵🇱🇵🇱🇵🇱,Swiadomy86,49747,,,false
,Wed Jul 28 09:12:57 +0000 2021,hotel koronawirus COVID19,,"http://www.tur-info.pl/a/50446,,izba-gospodarcza-hotelarstwa-polskiego.html?utm_source=twitter&utm_medium=social&utm_campaign=daily",2,1420311304003334146,IGHP_Hotelarze,,1374398120029679600,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@IGHP_Hotelarze apeluje o zachowanie ciągłości i przewidywalności świadczenia usług hotelarskich #hotel #koronawirus #COVID19 
https://t.co/FiPyemxLm1",https://twitter.com/turinfopl/status/1420311304003334146,Fri Jul 08 07:48:21 +0000 2016,751322010844880900,false,"TUR-INFO.PL to pierwszy internetowy serwis informacyjny dla osób
zawodowo związanych z turystyką.",54,551,509,15,Polska,TUR-INFO.PL,turinfopl,7221,,http://www.tur-info.pl,false
,Wed Jul 28 08:59:45 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/aktualnosci/news-wlochy-dostala-szesc-dawek-szczepionki-nie-ma-przepustki,nId,5385515",1,1420307981481222149,,,,pl,,false,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jaja jak berety, tylko kobiety w tym całym covidovym bajzlu szkoda 😬
https://t.co/If2vDeuSRu",https://twitter.com/prymulk80440781/status/1420307981481222149,Thu Jan 07 17:15:19 +0000 2021,1347230111842635778,false,,11859,341,914,0,Polska,prymulka 🤫,prymulk80440781,4326,,,false
,Wed Jul 28 10:30:00 +0000 2021,koronawirus,,https://wpolityce.pl/swiat/560332-studentka-dostala-6-dawek-szczepionki-ale-nie-ma-przepustki,3,1420330693293342730,,,,pl,,false,,2,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Studentka z Toskanii, która otrzymała w maju przez pomyłkę sześć dawek szczepionki przeciwko Covid-19, nie dostała unijnej przepustki, uprawniającej do podróży i wejścia do wielu miejsc.

#koronawirus

https://t.co/89zw62B5fN",https://twitter.com/Tygodnik_Sieci/status/1420330693293342730,Wed Feb 13 05:43:41 +0000 2013,1174027946,false,Odważny tygodnik młodej Polski.,495,65101,174,218,Polska,Tygodnik Sieci,Tygodnik_Sieci,30762,,http://wsieciprawdy.pl/,false
,Wed Jul 28 11:05:36 +0000 2021,,,"https://wiadomosci.dziennik.pl/polityka/artykuly/8217048,gowin-szczepionka-obostrzenia-koronawirus-covid-19.html?utm_source=dlvr.it&utm_medium=twitter",0,1420339650699296769,,,,pl,,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Gowin o zaszczepionych: Trzeba dać gwarancję, że nie obejmą ich ewentualne obostrzenia https://t.co/xcsBoxm2Wb",https://twitter.com/DziennikPL/status/1420339650699296769,Wed Jan 13 15:49:56 +0000 2010,104521525,false,"Najnowsze wiadomości, informacje, wydarzenia, komentarze, opinie, rozrywka, sport.",747,58245,1152,353,Polska,Dziennik.pl,DziennikPL,163762,,http://www.dziennik.pl,true
,Wed Jul 28 10:46:44 +0000 2021,,,https://wiadomosci.tvp.pl/55090865/koronawirus-polska-i-swiat,0,1420334903493894144,,,,pl,,false,,1,1420329897298436098,WiadomosciTVP,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Koronawirus: Polska i świat
https://t.co/L74KvOGjYk",https://twitter.com/Leonniezawodowy/status/1420334903493894144,Wed Mar 17 04:09:47 +0000 2021,1372037400050929665,false,,4509,640,125,0,,Leon Niezawodowy,Leonniezawodowy,505,,,false
,Wed Jul 28 10:43:19 +0000 2021,,,,0,1420334043900612612,,,,pl,,,,37,1420327445522259971,synxchaosu,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Włochy. Absurdy covidowego świata.

Studentce omyłkowo podano na raz sześć dawek szczepionki Pfizera, mimo to nikt nie chce wziąć odpowiedzialności za wydanie jej paszportu szczepionkowego. Kobieta od września nie będę mogła chodzić na uniwersytet.

https://t.co/K7erAhmNZl",https://twitter.com/DariuszPeszko/status/1420334043900612612,Wed Nov 18 07:43:52 +0000 2015,4216248351,true,,132452,546,1786,1,Warszawa ,Dariusz Peszko,DariuszPeszko,22673,,,false
,Wed Jul 28 10:18:11 +0000 2021,,,,0,1420327720672710658,,,,pl,,,,2,1420095492336275464,TasakNarodowy,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A w polskich szpitalach następna paranoja.
Pacjent musi być zbadany na koronawirus/ zaszczepiony by był przyjęty na oddział do szpitala, ale nie sprawdza się w szpitalu czy są zdrowi/ zaszczepieni koronawirus przychodzący do pacjentów rodzina/ znajomi w odwiedziny.
DEBILNY SYSTEM",https://twitter.com/TasakNarodowy/status/1420327720672710658,Sun Sep 17 20:18:27 +0000 2017,909511889100640256,false,"Bo wciąż na jawie widzę

i co noc mi się śni,

że Ta, co nie zginęła,

wyrośnie z naszej krwi..",40136,4641,4986,14,"Warszawa, Polska",PRAWO I PIĘŚĆ 🇵🇱 TASAK NARODOWY,TasakNarodowy,73268,,,false
,Wed Jul 28 10:41:29 +0000 2021,,,https://at9e8.app.goo.gl/goN6w,0,1420333582996975617,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ministerstwo Zdrowia: 138 zakażeń koronawirusem i 3 ofiary śmiertelne w ciągu ostatniej doby❗🔻
https://t.co/Ucp7RKBeJP",https://twitter.com/RyszardZajdel/status/1420333582996975617,Tue Feb 03 17:13:25 +0000 2015,3014760993,false,"Kosmologia,Astronomia, fizyka,historia,polityka i sport to moje życiowe pasje.Były działacz NSZZ Solidarność w latach;1980-96 i były warszawski radny.",9273,170,371,1,"Warszawa, Mazowieckie",Ryszard Zajdel,RyszardZajdel,19180,,,false
,Wed Jul 28 09:43:48 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/aktualnosci/news-wlochy-dostala-szesc-dawek-szczepionki-nie-ma-przepustki,nId,5385515",0,1420319066657546240,,,,pl,,false,,2,1420314757064708101,Grzegosh21,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dostała sześć dawek i nie ma unijnej przepustki 🤣😂🤣 https://t.co/tGVsmi8b1k,https://twitter.com/Blablab78594180/status/1420319066657546240,Fri Jun 28 18:49:25 +0000 2019,1144679207685054464,false,"no covid pass ghetto! 

o szczepionce:
głupota nie boli,ale czasem bywa śmiertelna!
kto przyjdzie mnie szczepić na siłę, zabiję! to ostrzeżenie!",129103,591,1223,0,,Blablabla,Blablab78594180,90168,,,false
,Wed Jul 28 09:35:09 +0000 2021,,,"https://www.rmf24.pl/raporty/raport-koronawirus-z-chin/najnowsze-fakty/news-szefowa-cdc-zaszczepieni-powinni-nosic-maski-na-obszarach-o-,nId,5384161#crp_state=1",3,1420316891533414403,,,,pl,,false,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Szefowa amerykańskich Centrów Kontroli i Prewencji Chorób (CDC) Rochelle Walensky poinformowała we wtorek o zaostrzeniu wytycznych dotyczących noszenia masek przez osoby zaszczepione przeciw Covid-19.

https://t.co/3XNtmrMu33",https://twitter.com/HPoirot20/status/1420316891533414403,Fri Apr 17 12:20:31 +0000 2020,1251123003431272449,false,"Czytaj wszystko, słuchaj każdego. Nie dawaj wiary niczemu, dopóki nie potwierdzisz tego własnymi badaniami.",10381,1443,1164,4,,H_Poirot,HPoirot20,33220,,,false
,Wed Jul 28 10:16:17 +0000 2021,,,,1,1420327239741231107,jakubiak_marek,1420283553603100672,3537549496,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jakubiak_marek Każdy, kto ma odrobinę przyzwoitości i czuje się odpowiedzialnym za bliskich i swoich przyjaciół w obliczu ogromnego zagrożenia dla zdrowia jakim jest koronawirus powinien się zaszczepić.",https://twitter.com/tomasz_banka/status/1420327239741231107,Sat May 02 19:27:36 +0000 2020,1256666431774691329,false,"Rozwiana czupryna i głowa pełna pomysłów. Kocha wszystko co związane z Kresami i ich kulturą. Poza tym konserwatysta, przywiązany do wartości.",9042,64,252,1,"Siewierz gmina, Polska",Tomasz Bańka,tomasz_banka,2633,,,false
,Wed Jul 28 09:26:40 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/aktualnosci/news-wlochy-dostala-szesc-dawek-szczepionki-nie-ma-przepustki,nId,5385515",2,1420314757064708101,,,,pl,,false,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Dostała sześć dawek i nie ma unijnej przepustki 🤣😂🤣 https://t.co/tGVsmi8b1k,https://twitter.com/Grzegosh21/status/1420314757064708101,Sun Jan 24 14:53:37 +0000 2016,4842209381,false,"Czasem na swojej drodze spotykasz osobę, której nie należy wkur...ć!!!
Los nagradza przygotowanych!",34730,1358,852,7,Szczecin,Grzegosh,Grzegosh21,18333,,,false
,Wed Jul 28 10:36:58 +0000 2021,Tokio2020 koronawirus,,https://bit.ly/3BRoSkM,0,1420332447741394947,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Tokio2020 w toku, liczba przypadków rośnie...
#koronawirus 
https://t.co/tTgWqX3Odw",https://twitter.com/ParlamentarnyPL/status/1420332447741394947,Mon Aug 03 13:03:42 +0000 2015,3401262845,false,,1989,2686,1486,42,,Parlamentarny.pl,ParlamentarnyPL,64375,,http://www.parlamentarny.pl,false
,Wed Jul 28 09:51:11 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/polska/news-atak-na-punkt-szczepien-szef-mswia-zapowiada-reakcje,nId,5383701",1,1420320923949875209,R_A_Ziemkiewicz,1420253681782595587,1388943902,pl,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@R_A_Ziemkiewicz Co do tego braku zatrzymań po ataku na punkt szczepień to się Pan chyba trochę minął z prawdą:

Atak na punkt szczepień. Szef MSWiA zapowiada reakcję

 https://t.co/IiU8jFsejH",https://twitter.com/SlawomirSadocha/status/1420320923949875209,Thu Oct 13 12:25:37 +0000 2011,390070513,false,,3899,128,330,1,Frombork,Sławomir Sadocha🇵🇱,SlawomirSadocha,2396,,,false
,Wed Jul 28 10:17:06 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/aktualnosci/news-wlochy-dostala-szesc-dawek-szczepionki-nie-ma-przepustki,nId,5385515",137,1420327445522259971,,,,pl,,false,,37,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Włochy. Absurdy covidowego świata.

Studentce omyłkowo podano na raz sześć dawek szczepionki Pfizera, mimo to nikt nie chce wziąć odpowiedzialności za wydanie jej paszportu szczepionkowego. Kobieta od września nie będę mogła chodzić na uniwersytet.

https://t.co/K7erAhmNZl",https://twitter.com/synxchaosu/status/1420327445522259971,Wed Nov 21 21:27:58 +0000 2018,1065356169353539590,false,"Im dalej społeczeństwo dryfuje od prawdy, tym bardziej nienawidzi tych, co ją głoszą.",1463,26784,242,55,Poland,Piotr D.™,synxchaosu,10560,,,false
,Wed Jul 28 10:20:02 +0000 2021,koronawirus,,,0,1420328186030837763,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/ArtSluu/status/1420328186030837763,Sun Mar 15 07:31:49 +0000 2020,1239091885341319168,true,,7,0,7,0,,Artur,ArtSluu,1,,,false
,Wed Jul 28 09:02:08 +0000 2021,koronawirus,,https://tenpoznan.pl/osoby-zaszczepione-przeciwko-koronawirusowi-zostana-zwolnione-z-obostrzen/,0,1420308581367287810,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Losy się ważą... https://t.co/P6GaCvQCV2 #koronawirus,https://twitter.com/PoznanTen/status/1420308581367287810,Tue Jun 12 11:28:29 +0000 2018,1006498469740273664,false,https://t.co/ZSbOSX5Ww6 powstał z frustracji wywołanej przez jakość treści dostępnej w internecie. Postanowiliśmy zaoferować naszym czytelnikom coś więcej...,1,496,111,7,"Poznań, Polska",TenPoznan.pl - wiadomości / Poznań i Wielkopolska,PoznanTen,13356,,https://tenpoznan.pl,false
,Wed Jul 28 09:50:04 +0000 2021,koronawirus koronawiruspolska COVID19 TAN,https://twitter.com/adas_torun/status/1420320645301383169/photo/1,http://bit.ly/covid19-polska http://bit.ly/covid19-R http://bit.ly/covid19-prognoza http://bit.ly/covid19-RPL,19,1420320645301383169,,,,pl,,false,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","R(t) = 1,10 (zmiana od wczoraj 0,00)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2VrMPnM
Wizualizacja: @PiotrekT - https://t.co/9SbafwRdXH
Prognoza: @WroclawskiLewak - https://t.co/49vW5dEwA4

https://t.co/axczB00q8i https://t.co/6LboUDdJcP",https://twitter.com/adas_torun/status/1420320645301383169,Mon Apr 06 18:47:32 +0000 2020,1247234436808179712,false,"Toruński piernik od urodzenia :) Zdjęcie w tle - Toruń 1920.
patrzę na #DzD od MZ i MEiN #TAN",57634,2955,154,25,,Adam Gapiński 😷,adas_torun,20574,,,false
,Wed Jul 28 09:58:17 +0000 2021,Koronawirus śląskie Śląsk COVID19,,https://dziennikzachodni.pl/koronawirus-na-slasku-20-nowych-przypadkow-zakazen-covid19-wojewodztwo-slaskie-w-czolowce-gdzie-sa-nowi-chorzy/ar/c1-15730433,1,1420322711285424129,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Koronawirus woj. #śląskie: przybywa zachorowań, #Śląsk w czołówce zakażeń #COVID19 
https://t.co/2SYiTZHpVx",https://twitter.com/zachodni/status/1420322711285424129,Mon Jul 27 13:56:50 +0000 2009,60603577,false,Wiadomości z województwa śląskiego News from Silesia,3161,10740,463,123,Polska,Dziennik Zachodni,zachodni,71843,,http://www.dziennikzachodni.pl,false
,Wed Jul 28 10:51:17 +0000 2021,koronawirus Covid_19 zoo,https://twitter.com/smykonis/status/1420336050845765632/photo/1,,0,1420336050845765632,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zoo...ludzie bez masek w pomieszczeniach...tak z 70%...zero dystansu, włażą wyjściem i na odwrót. Brak odpowiedzialności i myślenia o innych. Polska...jaki rzad tacy ludzie i sportowcy... Żal patrzeć 😑
#koronawirus #Covid_19 #zoo https://t.co/TG60HS3AhM",https://twitter.com/smykonis/status/1420336050845765632,Sun Apr 10 12:35:17 +0000 2016,719141702083198976,false,Harde Kopyta #teampolar bieganie / fotografia i technologia mobilna / instruktor tenisa ziemnego / moderator na https://t.co/QykM3V99vI,53309,105,162,0,Polska,Michał,smykonis,12879,,http://www.instagram.com/smykonis,false
,Wed Jul 28 09:14:16 +0000 2021,,,,0,1420311635290435584,,,,pl,,,,1,1420300509664194562,marian_offbeat,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jednym z większych społecznie problemów są dzisiaj ludzie wykształceni, elokwentni, ale mocno ograniczeni w kontekście szerszej społecznej świadomości i odpowiedzialności. Ten czas obnażył ich całkowicie. 

#swiadomosc #spoleczenstwo #pandemia #koronawirus",https://twitter.com/1_Avenger/status/1420311635290435584,Fri Sep 21 05:40:54 +0000 2012,837087487,false,„The price of freedom is high. It always has been. But it’s a price I’m willing to pay”. Profile picture by https://t.co/f1QGil0aPu,30874,2825,2911,2,"Brooklyn, NY",Steven Grant Rogers 🇺🇸 🇵🇱🇪🇺,1_Avenger,51948,,,false
,Wed Jul 28 09:17:29 +0000 2021,podlaskie koronawirus,,https://www.radio.bialystok.pl/wiadomosci/index/id/202659,0,1420312444262621188,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","W #podlaskie minionej doby potwierdzono 5 przypadków zakażenia #koronawirus.em

https://t.co/r8JOYxcmM7",https://twitter.com/radiobialystok/status/1420312444262621188,Mon Mar 01 13:33:38 +0000 2010,118692051,false,Oficjalny profil Polskiego Radia Białystok. Najważniejsze informacje z regionu.,1906,5614,447,52,Bialystok,Radio Białystok,radiobialystok,60644,,https://www.radio.bialystok.pl,false
,Wed Jul 28 09:05:33 +0000 2021,,,"https://www.rmf24.pl/raporty/raport-koronawirus-z-chin/europa/news-naukowcy-koronawirus-we-wloszech-byl-juz-we-wrzesniu-2019-ro,nId,4856697#crp_state=1",0,1420309441317064705,RobertTekieli,1420306860519919618,400693944,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@RobertTekieli u ok.10% we wrześniu'19 były już przeciwciała, ale jesienią 2019 nie było maseczek, lokdałnów i całej tej hucpy. Szpitale funkcjonowały. Komunikacją międzykrajowa też. Do marca '20. Czary...
https://t.co/dcUgeP9O7X",https://twitter.com/MarcinSmardz/status/1420309441317064705,Sat Dec 06 14:07:23 +0000 2014,2907805456,false,południowiec wielkopolski.,1532,76,288,0,,Marcin Smardz,MarcinSmardz,2364,,,false
,Wed Jul 28 08:59:25 +0000 2021,koronawirus,,https://olsztyn.tvp.pl/55089991/raport-o-koronawirusie-w-regionie-bez-zgonow,0,1420307896445833218,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Na WiM dnotowano 7 przypadków zakażenia #koronawirus 

https://t.co/3bGFkkDwsb",https://twitter.com/TVP3Olsztyn/status/1420307896445833218,Wed Sep 02 12:06:07 +0000 2015,3523023617,false,"⏰Wstaje Nowy Dzień 7:00-9:00
📺 Informacje Flesz pon-pią 14:00
📺Informacje główne 18:30 
🌜Informacje wieczorne 21:30
🏆Sport Flesz 14:50, 18:50, 21:20",2102,1558,330,9,"Olsztyn, Polska",TVP3 Olsztyn,TVP3Olsztyn,5834,,http://olsztyn.tvp.pl,false
,Wed Jul 28 09:12:10 +0000 2021,,,,0,1420311107365969920,,,,pl,,,,8,1420263961879093248,JMiziolek,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dzień dobry 😊 Jak dowiedział się „Wprost” firmy sprawdzą, kto z pracowników się zaszczepił. Projekt na kolejnym posiedzeniu Sejmu. „Pracodawca będzie mógł przesunąć niezaszczepioną osobą na inne stanowisko, bez kontaktu z klientami”. https://t.co/AQ3YBdC75k",https://twitter.com/szczepanska_n/status/1420311107365969920,Fri Dec 11 23:31:29 +0000 2020,1337540479282450433,false,"Dziennikarka WPROST Premium; wcześniej Fakt, https://t.co/v4GtydkP5f, Radio PiN",361,410,366,1,"Warszawa, Polska",Agnieszka Szczepańska,szczepanska_n,329,,http://premium.wprost.pl,false
,Wed Jul 28 09:44:00 +0000 2021,Niemcy Podróż ZasadyWjazdu Test Koronawirus Covid,,https://www.mypolacy.de/wiadomosci/do-niemiec-tylko-z-negatywnym-testem-od-1-sierpnia-surowsze-zasady-wjazdu/,0,1420319116204732418,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Wszystko wskazuje na to, że od 1 sierpnia podróżujący do Niemiec samochodem, pociągiem czy samolotem, będą musieli przedłożyć negatywny wynik testu na koronawirusa. 

https://t.co/5v502eLBC6

#Niemcy #Podróż #ZasadyWjazdu #Test #Koronawirus #Covid-19",https://twitter.com/MyPolacyde/status/1420319116204732418,Wed Jan 07 15:52:12 +0000 2015,2966196485,false,Najpopularniejszy portal internetowy Polaków w Niemczech. Pobierz aplikację mobilną na smartfona z App Store lub Google Play!,84,557,21,20,Bielsko-Biała,MyPolacy.de,MyPolacyde,5591,,http://www.mypolacy.de,false
,Wed Jul 28 09:39:27 +0000 2021,,,,0,1420317973533929472,,,,pl,,,,4,1420316891533414403,HPoirot20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Szefowa amerykańskich Centrów Kontroli i Prewencji Chorób (CDC) Rochelle Walensky poinformowała we wtorek o zaostrzeniu wytycznych dotyczących noszenia masek przez osoby zaszczepione przeciw Covid-19.

https://t.co/3XNtmrMu33",https://twitter.com/Anakreontyk/status/1420317973533929472,Sun Mar 20 20:03:27 +0000 2011,269444876,false,Homo sum. RT nie oznacza akceptacji. No patience for fools. No DM!,134476,3922,3221,85,,Just say nay!,Anakreontyk,642344,,,false
,Wed Jul 28 09:27:02 +0000 2021,,,"https://serwisy.gazetaprawna.pl/edukacja/artykuly/8216974,francja-niezaszczepieni-uczniowie-nauka-zdalna-zakazenie-w-klasie-koronawirus.html?utm_source=dlvr.it&utm_medium=twitter",5,1420314848915644417,,,,pl,,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",We Francji tylko niezaszczepieni uczniowie będą uczyć się zdalnie po wykryciu zakażenia w klasie https://t.co/8uF8wBsOj0,https://twitter.com/gazetaprawnapl/status/1420314848915644417,Fri Aug 21 11:03:38 +0000 2009,67580351,false,"Oficjalny profil serwisu internetowego Gazetaprawna.pl. To najświeższe informacje i wiadomości z prawa, biznesu, podatków, finansów czy pracy.",296,73854,448,523,"Warszawa, Polska",gazetaprawna.pl,gazetaprawnapl,152418,,http://www.gazetaprawna.pl,false
,Wed Jul 28 10:55:01 +0000 2021,,,https://wiadomosci.onet.pl/kraj/koronawirus-obowiazkowe-szczepienia-doradca-prezydenta-ma-watpliwosci/hhwkytx,0,1420336990201991173,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dolewajcie paliwa do antyszczepionkowego ogniska dalej! Teraz wszystkie obowiązkowe szczepienia są niezgodne z konstytucją? Zapytacie niby-TK? 
Obowiązkowe szczepienia. Prezydencki doradca: wątpliwości na gruncie przepisów konstytucji https://t.co/XLy7tuY91V przez @OnetWiadomosci",https://twitter.com/jfk997/status/1420336990201991173,Wed Nov 29 20:59:19 +0000 2017,935976491493548033,false,"„Warto być uczciwym, choć nie zawsze się to opłaca. Opłaca się być nieuczciwym, ale nie warto” – Władysław Bartoszewski",26537,104,480,0,"Śląskie, Polska",Jurek,jfk997,4335,,,false
,Wed Jul 28 10:34:33 +0000 2021,koronawirus,,,0,1420331836748750850,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/ParlamentarnyPL/status/1420331836748750850,Mon Aug 03 13:03:42 +0000 2015,3401262845,false,,1989,2686,1486,42,,Parlamentarny.pl,ParlamentarnyPL,64375,,http://www.parlamentarny.pl,false
,Wed Jul 28 09:15:49 +0000 2021,koronawirus,,,0,1420312023402000384,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/ZofiaYgrek/status/1420312023402000384,Thu Sep 22 16:02:32 +0000 2016,778987855687319552,false,"Nigdy nie dyskutuj z idiotą. Najpierw sprowadzi cię do swojego poziomu, a potem pokona doświadczeniem.- Mark Twain.",235576,2503,4541,1,Poland,Zofja Ygrek,ZofiaYgrek,297775,,,false
